"sampleID" "broad.cluster" "cluster" "diagnosis"
"2461" 15 "L" "L5/6" "ASD"
"2462" 15 "L" "L5/6-CC" "ASD"
"2464" 15 "L" "L2/3" "ASD"
"2465" 15 "L" "L4" "ASD"
"2466" 15 "L" "L4" "ASD"
"2467" 15 "L" "L4" "ASD"
"2468" 15 "L" "L5/6-CC" "ASD"
"2472" 15 "L" "L2/3" "ASD"
"2473" 15 "L" "L2/3" "ASD"
"2474" 15 "L" "L2/3" "ASD"
"2475" 15 "L" "L4" "ASD"
"2476" 15 "L" "L5/6-CC" "ASD"
"2604" 16 "L" "L4" "Control"
"2605" 16 "L" "L5/6" "Control"
"2606" 16 "L" "L5/6" "Control"
"2607" 16 "L" "L5/6" "Control"
"2608" 16 "L" "L5/6" "Control"
"2610" 16 "L" "L2/3" "Control"
"2611" 16 "L" "L2/3" "Control"
"2612" 16 "L" "L2/3" "Control"
"2613" 16 "L" "L2/3" "Control"
"2614" 16 "L" "L4" "Control"
"2615" 16 "L" "L5/6-CC" "Control"
"2617" 16 "L" "L2/3" "Control"
"2618" 16 "L" "L2/3" "Control"
"2619" 16 "L" "L2/3" "Control"
"2620" 16 "L" "L5/6-CC" "Control"
"2623" 16 "L" "L2/3" "Control"
"2624" 16 "L" "L4" "Control"
"2625" 16 "L" "L5/6" "Control"
"2626" 16 "L" "L5/6-CC" "Control"
"2627" 16 "L" "L5/6-CC" "Control"
"2628" 16 "L" "L5/6-CC" "Control"
"2629" 16 "L" "L5/6-CC" "Control"
"2631" 16 "L" "L2/3" "Control"
"2632" 16 "L" "L4" "Control"
"2633" 16 "L" "L4" "Control"
"2634" 16 "L" "L4" "Control"
"2635" 16 "L" "L4" "Control"
"2636" 16 "L" "L5/6-CC" "Control"
"2638" 16 "L" "L2/3" "Control"
"2639" 16 "L" "L4" "Control"
"2640" 16 "L" "L4" "Control"
"2641" 16 "L" "L4" "Control"
"2642" 16 "L" "L4" "Control"
"2643" 16 "L" "L5/6-CC" "Control"
"2659" 16 "L" "L4" "Control"
"2660" 16 "L" "L5/6" "Control"
"2708" 17 "L" "L4" "ASD"
"2709" 17 "L" "L5/6" "ASD"
"2752" 17 "L" "L2/3" "ASD"
"2753" 17 "L" "L4" "ASD"
"2754" 17 "L" "L5/6-CC" "ASD"
"2755" 17 "L" "L5/6-CC" "ASD"
"2757" 17 "L" "L2/3" "ASD"
"2758" 17 "L" "L2/3" "ASD"
"2759" 17 "L" "L2/3" "ASD"
"2760" 17 "L" "L2/3" "ASD"
"2761" 17 "L" "L4" "ASD"
"2762" 17 "L" "L5/6-CC" "ASD"
"2764" 17 "L" "L2/3" "ASD"
"2765" 17 "L" "L2/3" "ASD"
"2766" 17 "L" "L2/3" "ASD"
"2767" 17 "L" "L2/3" "ASD"
"2768" 17 "L" "L2/3" "ASD"
"2769" 17 "L" "L2/3" "ASD"
"2770" 17 "L" "L2/3" "ASD"
"2773" 17 "L" "L2/3" "ASD"
"2774" 17 "L" "L2/3" "ASD"
"2775" 17 "L" "L2/3" "ASD"
"2776" 17 "L" "L2/3" "ASD"
"2777" 17 "L" "L2/3" "ASD"
"2779" 17 "L" "L2/3" "ASD"
"2780" 17 "L" "L4" "ASD"
"2781" 17 "L" "L5/6" "ASD"
"2782" 17 "L" "L5/6" "ASD"
"2783" 17 "L" "L5/6" "ASD"
"2784" 17 "L" "L5/6" "ASD"
"2785" 17 "L" "L5/6-CC" "ASD"
"2787" 17 "L" "L4" "ASD"
"2788" 17 "L" "L4" "ASD"
"2789" 17 "L" "L4" "ASD"
"2790" 17 "L" "L4" "ASD"
"2791" 17 "L" "L4" "ASD"
"2792" 17 "L" "L4" "ASD"
"2793" 17 "L" "L4" "ASD"
"2794" 17 "L" "L4" "ASD"
"2795" 17 "L" "L5/6-CC" "ASD"
"2859" 18 "L" "L2/3" "ASD"
"2860" 18 "L" "L4" "ASD"
"2861" 18 "L" "L4" "ASD"
"2862" 18 "L" "L5/6" "ASD"
"2863" 18 "L" "L5/6-CC" "ASD"
"2866" 18 "L" "L2/3" "ASD"
"2867" 18 "L" "L2/3" "ASD"
"2868" 18 "L" "L2/3" "ASD"
"2869" 18 "L" "L2/3" "ASD"
"2870" 18 "L" "L2/3" "ASD"
"2871" 18 "L" "L2/3" "ASD"
"2872" 18 "L" "L2/3" "ASD"
"2873" 18 "L" "L2/3" "ASD"
"2874" 18 "L" "L2/3" "ASD"
"2875" 18 "L" "L4" "ASD"
"2890" 19 "L" "L4" "ASD"
"3001" 19 "L" "L2/3" "ASD"
"3002" 19 "L" "L2/3" "ASD"
"3003" 19 "L" "L2/3" "ASD"
"3004" 19 "L" "L4" "ASD"
"3006" 19 "L" "L2/3" "ASD"
"3007" 19 "L" "L2/3" "ASD"
"3008" 19 "L" "L2/3" "ASD"
"3010" 19 "L" "L2/3" "ASD"
"3011" 19 "L" "L2/3" "ASD"
"3012" 19 "L" "L2/3" "ASD"
"3013" 19 "L" "L2/3" "ASD"
"3014" 19 "L" "L2/3" "ASD"
"3015" 19 "L" "L2/3" "ASD"
"3017" 19 "L" "L2/3" "ASD"
"3018" 19 "L" "L2/3" "ASD"
"3019" 19 "L" "L2/3" "ASD"
"3020" 19 "L" "L2/3" "ASD"
"3021" 19 "L" "L2/3" "ASD"
"3023" 19 "L" "L2/3" "ASD"
"3024" 19 "L" "L2/3" "ASD"
"3025" 19 "L" "L2/3" "ASD"
"3027" 19 "L" "L5/6" "ASD"
"3028" 19 "L" "L5/6" "ASD"
"3029" 19 "L" "L5/6" "ASD"
"3030" 19 "L" "L5/6" "ASD"
"3031" 19 "L" "L5/6-CC" "ASD"
"3033" 19 "L" "L2/3" "ASD"
"3034" 19 "L" "L4" "ASD"
"3035" 19 "L" "L4" "ASD"
"3036" 19 "L" "L4" "ASD"
"3037" 19 "L" "L4" "ASD"
"3038" 19 "L" "L4" "ASD"
"3040" 19 "L" "L2/3" "ASD"
"3041" 19 "L" "L4" "ASD"
"3042" 19 "L" "L4" "ASD"
"3043" 19 "L" "L4" "ASD"
"3044" 19 "L" "L4" "ASD"
"3045" 19 "L" "L5/6-CC" "ASD"
"3047" 19 "L" "L2/3" "ASD"
"3048" 19 "L" "L4" "ASD"
"3049" 19 "L" "L5/6-CC" "ASD"
"3050" 19 "L" "L5/6-CC" "ASD"
"3051" 19 "L" "L5/6-CC" "ASD"
"3052" 19 "L" "L5/6-CC" "ASD"
"3054" 20 "L" "L2/3" "Control"
"3055" 20 "L" "L2/3" "Control"
"3056" 20 "L" "L2/3" "Control"
"3057" 20 "L" "L2/3" "Control"
"3061" 20 "L" "L2/3" "Control"
"3062" 20 "L" "L2/3" "Control"
"3063" 20 "L" "L2/3" "Control"
"3064" 20 "L" "L2/3" "Control"
"3065" 20 "L" "L2/3" "Control"
"3066" 20 "L" "L2/3" "Control"
"3068" 20 "L" "L2/3" "Control"
"3069" 20 "L" "L2/3" "Control"
"3070" 20 "L" "L2/3" "Control"
"3071" 20 "L" "L2/3" "Control"
"3072" 20 "L" "L2/3" "Control"
"3073" 20 "L" "L2/3" "Control"
"3074" 20 "L" "L2/3" "Control"
"3075" 20 "L" "L2/3" "Control"
"3076" 20 "L" "L2/3" "Control"
"3078" 20 "L" "L2/3" "Control"
"3079" 20 "L" "L4" "Control"
"3080" 20 "L" "L5/6" "Control"
"3081" 20 "L" "L5/6" "Control"
"3082" 20 "L" "L5/6" "Control"
"3083" 20 "L" "L5/6-CC" "Control"
"3084" 20 "L" "L5/6-CC" "Control"
"3087" 20 "L" "L4" "Control"
"3088" 20 "L" "L4" "Control"
"3089" 20 "L" "L4" "Control"
"3090" 20 "L" "L4" "Control"
"3093" 20 "L" "L4" "Control"
"3094" 20 "L" "L4" "Control"
"3095" 20 "L" "L4" "Control"
"3096" 20 "L" "L5/6-CC" "Control"
"3098" 20 "L" "L2/3" "Control"
"3099" 20 "L" "L4" "Control"
"3100" 20 "L" "L4" "Control"
"3103" 20 "L" "L4" "Control"
"3104" 20 "L" "L5/6" "Control"
"3105" 20 "L" "L5/6-CC" "Control"
"3117" 20 "L" "L4" "Control"
"3127" 20 "L" "L5/6-CC" "Control"
"3133" 20 "L" "L5/6-CC" "Control"
"3138" 20 "L" "L2/3" "Control"
"3253" 21 "L" "L2/3" "Control"
"3404" 21 "L" "L2/3" "Control"
"3405" 21 "L" "L4" "Control"
"3406" 21 "L" "L4" "Control"
"3407" 21 "L" "L5/6-CC" "Control"
"3408" 21 "L" "L5/6-CC" "Control"
"3409" 21 "L" "L5/6-CC" "Control"
"3412" 21 "L" "L2/3" "Control"
"3413" 21 "L" "L4" "Control"
"3414" 21 "L" "L5/6" "Control"
"3415" 21 "L" "L5/6-CC" "Control"
"3416" 21 "L" "L5/6-CC" "Control"
"3417" 21 "L" "L5/6-CC" "Control"
"3419" 21 "L" "L2/3" "Control"
"3421" 21 "L" "L2/3" "Control"
"3422" 21 "L" "L2/3" "Control"
"3423" 21 "L" "L2/3" "Control"
"3424" 21 "L" "L2/3" "Control"
"3425" 21 "L" "L2/3" "Control"
"3426" 21 "L" "L5/6-CC" "Control"
"3428" 21 "L" "L2/3" "Control"
"3429" 21 "L" "L4" "Control"
"3430" 21 "L" "L5/6-CC" "Control"
"3431" 21 "L" "L5/6-CC" "Control"
"3432" 21 "L" "L5/6-CC" "Control"
"3435" 21 "L" "L4" "Control"
"3436" 21 "L" "L4" "Control"
"3437" 21 "L" "L5/6-CC" "Control"
"3440" 21 "L" "L2/3" "Control"
"3441" 21 "L" "L2/3" "Control"
"3442" 21 "L" "L2/3" "Control"
"3443" 21 "L" "L2/3" "Control"
"3444" 21 "L" "L4" "Control"
"3445" 21 "L" "L5/6-CC" "Control"
"3447" 21 "L" "L2/3" "Control"
"3448" 21 "L" "L5/6-CC" "Control"
"3449" 21 "L" "L5/6-CC" "Control"
"3451" 21 "L" "L5/6" "Control"
"3452" 21 "L" "L5/6" "Control"
"3453" 21 "L" "L5/6" "Control"
"3454" 21 "L" "L5/6" "Control"
"3455" 21 "L" "L5/6" "Control"
"3456" 21 "L" "L5/6" "Control"
"3457" 21 "L" "L5/6-CC" "Control"
"3461" 21 "L" "L4" "Control"
"3462" 21 "L" "L5/6-CC" "Control"
"3497" 21 "L" "L5/6-CC" "Control"
"3509" 21 "L" "L5/6-CC" "Control"
"3516" 22 "L" "L2/3" "ASD"
"3517" 22 "L" "L2/3" "ASD"
"3518" 22 "L" "L2/3" "ASD"
"3519" 22 "L" "L2/3" "ASD"
"3520" 22 "L" "L2/3" "ASD"
"3522" 22 "L" "L2/3" "ASD"
"3523" 22 "L" "L2/3" "ASD"
"3524" 22 "L" "L2/3" "ASD"
"3525" 22 "L" "L2/3" "ASD"
"3526" 22 "L" "L2/3" "ASD"
"3527" 22 "L" "L2/3" "ASD"
"3528" 22 "L" "L5/6-CC" "ASD"
"3530" 22 "L" "L2/3" "ASD"
"3531" 22 "L" "L2/3" "ASD"
"3532" 22 "L" "L2/3" "ASD"
"3534" 22 "L" "L2/3" "ASD"
"3535" 22 "L" "L2/3" "ASD"
"3536" 22 "L" "L2/3" "ASD"
"3537" 22 "L" "L2/3" "ASD"
"3538" 22 "L" "L2/3" "ASD"
"3539" 22 "L" "L5/6-CC" "ASD"
"3541" 22 "L" "L2/3" "ASD"
"3542" 22 "L" "L4" "ASD"
"3543" 22 "L" "L4" "ASD"
"3544" 22 "L" "L5/6-CC" "ASD"
"3545" 22 "L" "L5/6-CC" "ASD"
"3546" 22 "L" "L5/6-CC" "ASD"
"3547" 22 "L" "L5/6-CC" "ASD"
"3550" 22 "L" "L4" "ASD"
"3551" 22 "L" "L4" "ASD"
"3552" 22 "L" "L4" "ASD"
"3553" 22 "L" "L5/6-CC" "ASD"
"3556" 22 "L" "L2/3" "ASD"
"3557" 22 "L" "L5/6" "ASD"
"3558" 22 "L" "L5/6-CC" "ASD"
"3560" 22 "L" "L2/3" "ASD"
"3561" 22 "L" "L2/3" "ASD"
"3562" 22 "L" "L2/3" "ASD"
"3563" 22 "L" "L2/3" "ASD"
"3564" 22 "L" "L2/3" "ASD"
"3565" 22 "L" "L4" "ASD"
"3566" 22 "L" "L5/6-CC" "ASD"
"3568" 22 "L" "L2/3" "ASD"
"3569" 22 "L" "L4" "ASD"
"3570" 22 "L" "L5/6-CC" "ASD"
"3571" 22 "L" "L5/6-CC" "ASD"
"3572" 22 "L" "L5/6-CC" "ASD"
"3573" 22 "L" "L5/6-CC" "ASD"
"3574" 22 "L" "L5/6-CC" "ASD"
"3577" 22 "L" "L2/3" "ASD"
"3578" 22 "L" "L4" "ASD"
"3579" 22 "L" "L5/6-CC" "ASD"
"3580" 22 "L" "L5/6-CC" "ASD"
"3581" 22 "L" "L5/6-CC" "ASD"
"3591" 22 "L" "L5/6-CC" "ASD"
"3600" 22 "L" "L4" "ASD"
"3601" 22 "L" "L5/6" "ASD"
"3602" 22 "L" "L5/6" "ASD"
"3603" 22 "L" "L5/6" "ASD"
"3604" 22 "L" "L5/6" "ASD"
"3607" 22 "L" "L5/6" "ASD"
"3608" 22 "L" "L5/6" "ASD"
"3613" 22 "L" "L5/6-CC" "ASD"
"3619" 22 "L" "L4" "ASD"
"3664" 22 "L" "L4" "ASD"
"3709" 23 "L" "L4" "ASD"
"3710" 23 "L" "L5/6" "ASD"
"3727" 23 "L" "L2/3" "ASD"
"3728" 23 "L" "L2/3" "ASD"
"3729" 23 "L" "L2/3" "ASD"
"3730" 23 "L" "L4" "ASD"
"3732" 23 "L" "L2/3" "ASD"
"3733" 23 "L" "L2/3" "ASD"
"3734" 23 "L" "L2/3" "ASD"
"3735" 23 "L" "L4" "ASD"
"3737" 23 "L" "L2/3" "ASD"
"3738" 23 "L" "L2/3" "ASD"
"3739" 23 "L" "L2/3" "ASD"
"3740" 23 "L" "L2/3" "ASD"
"3741" 23 "L" "L2/3" "ASD"
"3743" 23 "L" "L2/3" "ASD"
"3744" 23 "L" "L2/3" "ASD"
"3745" 23 "L" "L2/3" "ASD"
"3746" 23 "L" "L2/3" "ASD"
"3748" 23 "L" "L2/3" "ASD"
"3749" 23 "L" "L2/3" "ASD"
"3750" 23 "L" "L2/3" "ASD"
"3751" 23 "L" "L2/3" "ASD"
"3753" 23 "L" "L5/6" "ASD"
"3754" 23 "L" "L5/6" "ASD"
"3755" 23 "L" "L5/6-CC" "ASD"
"3757" 23 "L" "L2/3" "ASD"
"3758" 23 "L" "L4" "ASD"
"3759" 23 "L" "L5/6-CC" "ASD"
"3760" 23 "L" "L5/6-CC" "ASD"
"3762" 23 "L" "L2/3" "ASD"
"3763" 23 "L" "L4" "ASD"
"3764" 23 "L" "L4" "ASD"
"3765" 23 "L" "L4" "ASD"
"3766" 23 "L" "L4" "ASD"
"3767" 23 "L" "L4" "ASD"
"3769" 23 "L" "L2/3" "ASD"
"3770" 23 "L" "L4" "ASD"
"3771" 23 "L" "L4" "ASD"
"3772" 23 "L" "L5/6-CC" "ASD"
"3774" 23 "L" "L4" "ASD"
"3775" 23 "L" "L4" "ASD"
"3776" 23 "L" "L4" "ASD"
"3777" 23 "L" "L5/6-CC" "ASD"
"3778" 23 "L" "L5/6-CC" "ASD"
"3784" 23 "L" "L4" "ASD"
"3790" 23 "L" "L2/3" "ASD"
"3857" 24 "L" "L2/3" "Control"
"3858" 24 "L" "L4" "Control"
"3859" 24 "L" "L5/6-CC" "Control"
"3863" 24 "L" "L4" "Control"
"3864" 24 "L" "L4" "Control"
"3865" 24 "L" "L4" "Control"
"3866" 24 "L" "L4" "Control"
"3867" 24 "L" "L4" "Control"
"3868" 24 "L" "L4" "Control"
"3869" 24 "L" "L5/6-CC" "Control"
"3871" 24 "L" "L2/3" "Control"
"3872" 24 "L" "L4" "Control"
"3873" 24 "L" "L4" "Control"
"3874" 24 "L" "L4" "Control"
"3875" 24 "L" "L4" "Control"
"3876" 24 "L" "L4" "Control"
"3877" 24 "L" "L4" "Control"
"3878" 24 "L" "L5/6-CC" "Control"
"3880" 24 "L" "L2/3" "Control"
"3881" 24 "L" "L4" "Control"
"3882" 24 "L" "L4" "Control"
"3883" 24 "L" "L4" "Control"
"3884" 24 "L" "L5/6-CC" "Control"
"3886" 24 "L" "L4" "Control"
"3887" 24 "L" "L5/6-CC" "Control"
"3888" 24 "L" "L5/6-CC" "Control"
"3889" 24 "L" "L5/6-CC" "Control"
"3891" 24 "L" "L2/3" "Control"
"3892" 24 "L" "L4" "Control"
"3893" 24 "L" "L5/6-CC" "Control"
"3894" 24 "L" "L5/6-CC" "Control"
"3895" 24 "L" "L5/6-CC" "Control"
"3896" 24 "L" "L5/6-CC" "Control"
"3897" 24 "L" "L5/6-CC" "Control"
"3898" 24 "L" "L5/6-CC" "Control"
"3900" 24 "L" "L2/3" "Control"
"3901" 24 "L" "L2/3" "Control"
"3902" 24 "L" "L2/3" "Control"
"3903" 24 "L" "L2/3" "Control"
"3904" 24 "L" "L2/3" "Control"
"3905" 24 "L" "L2/3" "Control"
"3906" 24 "L" "L5/6-CC" "Control"
"3908" 24 "L" "L2/3" "Control"
"3909" 24 "L" "L2/3" "Control"
"3910" 24 "L" "L2/3" "Control"
"3911" 24 "L" "L2/3" "Control"
"3912" 24 "L" "L4" "Control"
"3913" 24 "L" "L5/6-CC" "Control"
"3915" 24 "L" "L5/6" "Control"
"3916" 24 "L" "L5/6" "Control"
"3918" 24 "L" "L5/6" "Control"
"3919" 24 "L" "L5/6" "Control"
"3920" 24 "L" "L5/6" "Control"
"3921" 24 "L" "L5/6" "Control"
"3923" 24 "L" "L5/6" "Control"
"3924" 24 "L" "L5/6" "Control"
"3925" 24 "L" "L5/6" "Control"
"3926" 24 "L" "L5/6-CC" "Control"
"4102" 25 "L" "L5/6" "ASD"
"4103" 25 "L" "L5/6" "ASD"
"4105" 25 "L" "L4" "ASD"
"4106" 25 "L" "L5/6" "ASD"
"4107" 25 "L" "L5/6" "ASD"
"4108" 25 "L" "L5/6" "ASD"
"4109" 25 "L" "L5/6" "ASD"
"4110" 25 "L" "L5/6" "ASD"
"4112" 25 "L" "L5/6" "ASD"
"4113" 25 "L" "L5/6" "ASD"
"4114" 25 "L" "L5/6" "ASD"
"4115" 25 "L" "L5/6" "ASD"
"4117" 25 "L" "L2/3" "ASD"
"4118" 25 "L" "L4" "ASD"
"4119" 25 "L" "L5/6" "ASD"
"4120" 25 "L" "L5/6-CC" "ASD"
"4121" 25 "L" "L5/6-CC" "ASD"
"4123" 25 "L" "L2/3" "ASD"
"4124" 25 "L" "L4" "ASD"
"4125" 25 "L" "L5/6" "ASD"
"4126" 25 "L" "L5/6-CC" "ASD"
"4127" 25 "L" "L5/6-CC" "ASD"
"4128" 25 "L" "L5/6-CC" "ASD"
"4129" 25 "L" "L5/6-CC" "ASD"
"4130" 25 "L" "L5/6-CC" "ASD"
"4131" 25 "L" "L5/6-CC" "ASD"
"4132" 25 "L" "L5/6-CC" "ASD"
"4134" 25 "L" "L2/3" "ASD"
"4135" 25 "L" "L4" "ASD"
"4136" 25 "L" "L4" "ASD"
"4137" 25 "L" "L4" "ASD"
"4138" 25 "L" "L4" "ASD"
"4139" 25 "L" "L4" "ASD"
"4140" 25 "L" "L4" "ASD"
"4141" 25 "L" "L4" "ASD"
"4142" 25 "L" "L4" "ASD"
"4143" 25 "L" "L4" "ASD"
"4144" 25 "L" "L4" "ASD"
"4146" 25 "L" "L4" "ASD"
"4147" 25 "L" "L4" "ASD"
"4148" 25 "L" "L4" "ASD"
"4149" 25 "L" "L4" "ASD"
"4150" 25 "L" "L5/6" "ASD"
"4151" 25 "L" "L5/6-CC" "ASD"
"4153" 25 "L" "L2/3" "ASD"
"4154" 25 "L" "L4" "ASD"
"4155" 25 "L" "L4" "ASD"
"4156" 25 "L" "L4" "ASD"
"4157" 25 "L" "L5/6-CC" "ASD"
"4159" 25 "L" "L4" "ASD"
"4160" 25 "L" "L4" "ASD"
"4161" 25 "L" "L4" "ASD"
"4162" 25 "L" "L4" "ASD"
"4163" 25 "L" "L4" "ASD"
"4164" 25 "L" "L5/6-CC" "ASD"
"4166" 25 "L" "L2/3" "ASD"
"4167" 25 "L" "L2/3" "ASD"
"4168" 25 "L" "L2/3" "ASD"
"4169" 25 "L" "L2/3" "ASD"
"4170" 25 "L" "L2/3" "ASD"
"4171" 25 "L" "L2/3" "ASD"
"4172" 25 "L" "L5/6-CC" "ASD"
"4174" 25 "L" "L2/3" "ASD"
"4175" 25 "L" "L2/3" "ASD"
"4176" 25 "L" "L2/3" "ASD"
"4177" 25 "L" "L2/3" "ASD"
"4178" 25 "L" "L2/3" "ASD"
"4180" 25 "L" "L2/3" "ASD"
"4181" 25 "L" "L2/3" "ASD"
"4182" 25 "L" "L2/3" "ASD"
"4184" 25 "L" "L2/3" "ASD"
"4185" 25 "L" "L2/3" "ASD"
"4186" 25 "L" "L2/3" "ASD"
"4187" 25 "L" "L2/3" "ASD"
"4188" 25 "L" "L2/3" "ASD"
"4189" 25 "L" "L4" "ASD"
"4191" 25 "L" "L2/3" "ASD"
"4195" 25 "L" "L2/3" "ASD"
"4196" 25 "L" "L4" "ASD"
"4197" 25 "L" "L5/6-CC" "ASD"
"4246" 25 "L" "L5/6" "ASD"
"4262" 25 "L" "L2/3" "ASD"
"4267" 25 "L" "L2/3" "ASD"
"4310" 25 "L" "L5/6-CC" "ASD"
"4431" 26 "L" "L2/3" "ASD"
"4432" 26 "L" "L5/6-CC" "ASD"
"4434" 26 "L" "L2/3" "ASD"
"4435" 26 "L" "L2/3" "ASD"
"4436" 26 "L" "L2/3" "ASD"
"4437" 26 "L" "L2/3" "ASD"
"4438" 26 "L" "L4" "ASD"
"4439" 26 "L" "L5/6-CC" "ASD"
"4441" 26 "L" "L2/3" "ASD"
"4442" 26 "L" "L2/3" "ASD"
"4443" 26 "L" "L2/3" "ASD"
"4444" 26 "L" "L2/3" "ASD"
"4446" 26 "L" "L2/3" "ASD"
"4447" 26 "L" "L2/3" "ASD"
"4448" 26 "L" "L2/3" "ASD"
"4449" 26 "L" "L2/3" "ASD"
"4450" 26 "L" "L5/6-CC" "ASD"
"4452" 26 "L" "L4" "ASD"
"4453" 26 "L" "L5/6" "ASD"
"4454" 26 "L" "L5/6" "ASD"
"4455" 26 "L" "L5/6" "ASD"
"4456" 26 "L" "L5/6" "ASD"
"4457" 26 "L" "L5/6" "ASD"
"4458" 26 "L" "L5/6-CC" "ASD"
"4460" 26 "L" "L4" "ASD"
"4461" 26 "L" "L4" "ASD"
"4462" 26 "L" "L4" "ASD"
"4463" 26 "L" "L4" "ASD"
"4464" 26 "L" "L5/6-CC" "ASD"
"4466" 26 "L" "L2/3" "ASD"
"4467" 26 "L" "L4" "ASD"
"4468" 26 "L" "L4" "ASD"
"4469" 26 "L" "L4" "ASD"
"4470" 26 "L" "L4" "ASD"
"4472" 26 "L" "L2/3" "ASD"
"4473" 26 "L" "L4" "ASD"
"4474" 26 "L" "L5/6-CC" "ASD"
"4475" 26 "L" "L5/6-CC" "ASD"
"4476" 26 "L" "L5/6-CC" "ASD"
"4477" 26 "L" "L5/6-CC" "ASD"
"4478" 26 "L" "L5/6-CC" "ASD"
"4480" 26 "L" "L2/3" "ASD"
"4481" 26 "L" "L4" "ASD"
"4482" 26 "L" "L5/6-CC" "ASD"
"4483" 26 "L" "L5/6-CC" "ASD"
"4497" 26 "L" "L4" "ASD"
"4602" 27 "L" "L4" "Control"
"4633" 27 "L" "L2/3" "Control"
"4643" 27 "L" "L2/3" "Control"
"4644" 27 "L" "L2/3" "Control"
"4645" 27 "L" "L2/3" "Control"
"4646" 27 "L" "L2/3" "Control"
"4647" 27 "L" "L2/3" "Control"
"4649" 27 "L" "L2/3" "Control"
"4650" 27 "L" "L2/3" "Control"
"4651" 27 "L" "L2/3" "Control"
"4652" 27 "L" "L2/3" "Control"
"4653" 27 "L" "L2/3" "Control"
"4654" 27 "L" "L4" "Control"
"4656" 27 "L" "L2/3" "Control"
"4657" 27 "L" "L2/3" "Control"
"4658" 27 "L" "L2/3" "Control"
"4659" 27 "L" "L4" "Control"
"4660" 27 "L" "L5/6-CC" "Control"
"4662" 27 "L" "L2/3" "Control"
"4663" 27 "L" "L4" "Control"
"4664" 27 "L" "L4" "Control"
"4665" 27 "L" "L4" "Control"
"4666" 27 "L" "L4" "Control"
"4667" 27 "L" "L5/6" "Control"
"4668" 27 "L" "L5/6-CC" "Control"
"4670" 27 "L" "L2/3" "Control"
"4671" 27 "L" "L4" "Control"
"4672" 27 "L" "L4" "Control"
"4673" 27 "L" "L4" "Control"
"4674" 27 "L" "L4" "Control"
"4676" 28 "L" "L2/3" "Control"
"4677" 28 "L" "L2/3" "Control"
"4678" 28 "L" "L2/3" "Control"
"4679" 28 "L" "L2/3" "Control"
"4680" 28 "L" "L2/3" "Control"
"4681" 28 "L" "L2/3" "Control"
"4682" 28 "L" "L2/3" "Control"
"4683" 28 "L" "L2/3" "Control"
"4685" 28 "L" "L2/3" "Control"
"4686" 28 "L" "L2/3" "Control"
"4687" 28 "L" "L2/3" "Control"
"4688" 28 "L" "L2/3" "Control"
"4689" 28 "L" "L2/3" "Control"
"4690" 28 "L" "L2/3" "Control"
"4692" 28 "L" "L2/3" "Control"
"4693" 28 "L" "L2/3" "Control"
"4694" 28 "L" "L2/3" "Control"
"4695" 28 "L" "L2/3" "Control"
"4697" 28 "L" "L2/3" "Control"
"4698" 28 "L" "L2/3" "Control"
"4699" 28 "L" "L2/3" "Control"
"4700" 28 "L" "L2/3" "Control"
"4701" 28 "L" "L2/3" "Control"
"4702" 28 "L" "L2/3" "Control"
"4704" 28 "L" "L2/3" "Control"
"4705" 28 "L" "L2/3" "Control"
"4706" 28 "L" "L2/3" "Control"
"4707" 28 "L" "L2/3" "Control"
"4708" 28 "L" "L2/3" "Control"
"4710" 28 "L" "L2/3" "Control"
"4711" 28 "L" "L2/3" "Control"
"4712" 28 "L" "L2/3" "Control"
"4713" 28 "L" "L2/3" "Control"
"4714" 28 "L" "L5/6-CC" "Control"
"4716" 28 "L" "L2/3" "Control"
"4717" 28 "L" "L2/3" "Control"
"4718" 28 "L" "L4" "Control"
"4719" 28 "L" "L5/6" "Control"
"4720" 28 "L" "L5/6-CC" "Control"
"4737" 28 "L" "L5/6-CC" "Control"
"4741" 28 "L" "L5/6-CC" "Control"
"4742" 28 "L" "L4" "Control"
"4929" 29 "L" "L2/3" "Control"
"4930" 29 "L" "L5/6-CC" "Control"
"4934" 29 "L" "L2/3" "Control"
"4935" 29 "L" "L2/3" "Control"
"4936" 29 "L" "L2/3" "Control"
"4937" 29 "L" "L2/3" "Control"
"4939" 29 "L" "L2/3" "Control"
"4940" 29 "L" "L2/3" "Control"
"4941" 29 "L" "L2/3" "Control"
"4942" 29 "L" "L2/3" "Control"
"4944" 29 "L" "L2/3" "Control"
"4945" 29 "L" "L5/6-CC" "Control"
"4946" 29 "L" "L5/6-CC" "Control"
"4947" 29 "L" "L5/6-CC" "Control"
"4948" 29 "L" "L5/6-CC" "Control"
"4949" 29 "L" "L5/6-CC" "Control"
"4950" 29 "L" "L5/6-CC" "Control"
"4951" 29 "L" "L5/6-CC" "Control"
"4953" 29 "L" "L2/3" "Control"
"4954" 29 "L" "L2/3" "Control"
"4955" 29 "L" "L2/3" "Control"
"4956" 29 "L" "L2/3" "Control"
"4958" 29 "L" "L4" "Control"
"4959" 29 "L" "L5/6" "Control"
"4960" 29 "L" "L5/6" "Control"
"4961" 29 "L" "L5/6" "Control"
"4962" 29 "L" "L5/6" "Control"
"4963" 29 "L" "L5/6" "Control"
"4964" 29 "L" "L5/6" "Control"
"4965" 29 "L" "L5/6-CC" "Control"
"4967" 29 "L" "L4" "Control"
"4968" 29 "L" "L4" "Control"
"4969" 29 "L" "L4" "Control"
