"sampleID" "broad.cluster" "cluster" "diagnosis"
"mc_L_537" 13 "L" "L5/6-CC" "Control"
"mc_L_538" 13 "L" "L5/6-CC" "Control"
"mc_L_539" 13 "L" "L5/6-CC" "Control"
"mc_L_540" 13 "L" "L5/6-CC" "Control"
"mc_L_541" 13 "L" "L5/6-CC" "Control"
"mc_L_542" 13 "L" "L2/3" "Control"
"mc_L_543" 13 "L" "L4" "Control"
"mc_L_544" 13 "L" "L5/6" "Control"
"mc_L_545" 13 "L" "L5/6-CC" "Control"
"mc_L_546" 13 "L" "L5/6-CC" "Control"
"mc_L_547" 13 "L" "L5/6-CC" "Control"
"mc_L_548" 13 "L" "L2/3" "Control"
"mc_L_549" 13 "L" "L4" "Control"
"mc_L_550" 13 "L" "L4" "Control"
"mc_L_551" 13 "L" "L4" "Control"
"mc_L_552" 13 "L" "L4" "Control"
"mc_L_553" 13 "L" "L5/6-CC" "Control"
"mc_L_554" 13 "L" "L2/3" "Control"
"mc_L_555" 13 "L" "L4" "Control"
"mc_L_556" 13 "L" "L4" "Control"
"mc_L_557" 13 "L" "L4" "Control"
"mc_L_558" 13 "L" "L4" "Control"
"mc_L_559" 13 "L" "L5/6" "Control"
"mc_L_560" 13 "L" "L5/6-CC" "Control"
"mc_L_561" 13 "L" "L2/3" "Control"
"mc_L_562" 13 "L" "L4" "Control"
"mc_L_563" 13 "L" "L4" "Control"
"mc_L_564" 13 "L" "L4" "Control"
"mc_L_565" 13 "L" "L5/6-CC" "Control"
"mc_L_566" 13 "L" "L2/3" "Control"
"mc_L_567" 13 "L" "L4" "Control"
"mc_L_568" 13 "L" "L4" "Control"
"mc_L_569" 13 "L" "L4" "Control"
"mc_L_570" 13 "L" "L4" "Control"
"mc_L_571" 13 "L" "L4" "Control"
"mc_L_572" 13 "L" "L4" "Control"
"mc_L_573" 13 "L" "L4" "Control"
"mc_L_574" 13 "L" "L4" "Control"
"mc_L_575" 13 "L" "L4" "Control"
"mc_L_576" 13 "L" "L5/6-CC" "Control"
"mc_L_577" 13 "L" "L2/3" "Control"
"mc_L_578" 13 "L" "L4" "Control"
"mc_L_579" 13 "L" "L5/6-CC" "Control"
"mc_L_580" 13 "L" "L2/3" "Control"
"mc_L_581" 13 "L" "L4" "Control"
"mc_L_582" 13 "L" "L4" "Control"
"mc_L_583" 13 "L" "L5/6-CC" "Control"
"mc_L_584" 13 "L" "L5/6-CC" "Control"
"mc_L_585" 13 "L" "L2/3" "Control"
"mc_L_586" 13 "L" "L4" "Control"
"mc_L_587" 13 "L" "L4" "Control"
"mc_L_588" 13 "L" "L4" "Control"
"mc_L_589" 13 "L" "L4" "Control"
"mc_L_590" 13 "L" "L5/6-CC" "Control"
"mc_L_591" 13 "L" "L5/6-CC" "Control"
"mc_L_592" 14 "L" "L2/3" "Control"
"mc_L_593" 14 "L" "L4" "Control"
"mc_L_594" 14 "L" "L4" "Control"
"mc_L_595" 14 "L" "L4" "Control"
"mc_L_596" 14 "L" "L4" "Control"
"mc_L_597" 14 "L" "L4" "Control"
"mc_L_598" 14 "L" "L4" "Control"
"mc_L_599" 14 "L" "L4" "Control"
"mc_L_600" 14 "L" "L4" "Control"
"mc_L_601" 14 "L" "L5/6-CC" "Control"
"mc_L_602" 14 "L" "L4" "Control"
"mc_L_603" 14 "L" "L4" "Control"
"mc_L_604" 14 "L" "L4" "Control"
"mc_L_605" 14 "L" "L4" "Control"
"mc_L_606" 14 "L" "L5/6" "Control"
"mc_L_607" 14 "L" "L5/6-CC" "Control"
"mc_L_608" 14 "L" "L2/3" "Control"
"mc_L_609" 14 "L" "L4" "Control"
"mc_L_610" 14 "L" "L4" "Control"
"mc_L_611" 14 "L" "L4" "Control"
"mc_L_612" 14 "L" "L4" "Control"
"mc_L_613" 14 "L" "L4" "Control"
"mc_L_614" 14 "L" "L4" "Control"
"mc_L_615" 14 "L" "L4" "Control"
"mc_L_616" 14 "L" "L4" "Control"
"mc_L_617" 14 "L" "L2/3" "Control"
"mc_L_618" 14 "L" "L4" "Control"
"mc_L_619" 14 "L" "L4" "Control"
"mc_L_620" 14 "L" "L2/3" "Control"
"mc_L_621" 14 "L" "L2/3" "Control"
"mc_L_622" 14 "L" "L4" "Control"
"mc_L_623" 14 "L" "L5/6-CC" "Control"
"mc_L_624" 14 "L" "L2/3" "Control"
"mc_L_625" 14 "L" "L4" "Control"
"mc_L_626" 14 "L" "L5/6" "Control"
"mc_L_627" 14 "L" "L5/6-CC" "Control"
"mc_L_628" 14 "L" "L2/3" "Control"
"mc_L_629" 14 "L" "L2/3" "Control"
"mc_L_630" 14 "L" "L2/3" "Control"
"mc_L_631" 14 "L" "L2/3" "Control"
"mc_L_632" 14 "L" "L4" "Control"
"mc_L_633" 14 "L" "L2/3" "Control"
"mc_L_634" 14 "L" "L2/3" "Control"
"mc_L_635" 14 "L" "L2/3" "Control"
"mc_L_636" 14 "L" "L4" "Control"
"mc_L_637" 14 "L" "L5/6-CC" "Control"
"mc_L_638" 14 "L" "L4" "Control"
"mc_L_639" 14 "L" "L5/6" "Control"
"mc_L_640" 14 "L" "L5/6" "Control"
"mc_L_641" 14 "L" "L5/6" "Control"
"mc_L_642" 14 "L" "L5/6" "Control"
"mc_L_643" 14 "L" "L5/6" "Control"
"mc_L_644" 14 "L" "L5/6-CC" "Control"
"mc_L_645" 14 "L" "L2/3" "Control"
"mc_L_646" 14 "L" "L4" "Control"
"mc_L_647" 14 "L" "L2/3" "Control"
"mc_L_648" 14 "L" "L4" "Control"
"mc_L_649" 14 "L" "L5/6" "Control"
"mc_L_650" 14 "L" "L2/3" "Control"
"mc_L_651" 14 "L" "L4" "Control"
"mc_L_652" 14 "L" "L5/6" "Control"
"mc_L_653" 15 "L" "L2/3" "ASD"
"mc_L_654" 15 "L" "L4" "ASD"
"mc_L_655" 15 "L" "L5/6" "ASD"
"mc_L_656" 15 "L" "L5/6-CC" "ASD"
"mc_L_657" 15 "L" "L2/3" "ASD"
"mc_L_658" 15 "L" "L4" "ASD"
"mc_L_659" 15 "L" "L4" "ASD"
"mc_L_660" 15 "L" "L4" "ASD"
"mc_L_661" 15 "L" "L5/6-CC" "ASD"
"mc_L_662" 15 "L" "L2/3" "ASD"
"mc_L_663" 15 "L" "L2/3" "ASD"
"mc_L_664" 15 "L" "L2/3" "ASD"
"mc_L_665" 15 "L" "L4" "ASD"
"mc_L_666" 15 "L" "L5/6-CC" "ASD"
"mc_L_667" 16 "L" "L4" "Control"
"mc_L_668" 16 "L" "L5/6" "Control"
"mc_L_669" 16 "L" "L5/6" "Control"
"mc_L_670" 16 "L" "L5/6" "Control"
"mc_L_671" 16 "L" "L5/6" "Control"
"mc_L_672" 16 "L" "L2/3" "Control"
"mc_L_673" 16 "L" "L2/3" "Control"
"mc_L_674" 16 "L" "L2/3" "Control"
"mc_L_675" 16 "L" "L2/3" "Control"
"mc_L_676" 16 "L" "L4" "Control"
"mc_L_677" 16 "L" "L5/6-CC" "Control"
"mc_L_678" 16 "L" "L2/3" "Control"
"mc_L_679" 16 "L" "L2/3" "Control"
"mc_L_680" 16 "L" "L2/3" "Control"
"mc_L_681" 16 "L" "L5/6-CC" "Control"
"mc_L_682" 16 "L" "L2/3" "Control"
"mc_L_683" 16 "L" "L4" "Control"
"mc_L_684" 16 "L" "L5/6" "Control"
"mc_L_685" 16 "L" "L5/6-CC" "Control"
"mc_L_686" 16 "L" "L5/6-CC" "Control"
"mc_L_687" 16 "L" "L5/6-CC" "Control"
"mc_L_688" 16 "L" "L5/6-CC" "Control"
"mc_L_689" 16 "L" "L2/3" "Control"
"mc_L_690" 16 "L" "L4" "Control"
"mc_L_691" 16 "L" "L4" "Control"
"mc_L_692" 16 "L" "L4" "Control"
"mc_L_693" 16 "L" "L4" "Control"
"mc_L_694" 16 "L" "L5/6-CC" "Control"
"mc_L_695" 16 "L" "L2/3" "Control"
"mc_L_696" 16 "L" "L4" "Control"
"mc_L_697" 16 "L" "L4" "Control"
"mc_L_698" 16 "L" "L4" "Control"
"mc_L_699" 16 "L" "L4" "Control"
"mc_L_700" 16 "L" "L5/6-CC" "Control"
"mc_L_701" 16 "L" "L4" "Control"
"mc_L_702" 16 "L" "L5/6" "Control"
"mc_L_703" 17 "L" "L4" "ASD"
"mc_L_704" 17 "L" "L5/6" "ASD"
"mc_L_705" 17 "L" "L2/3" "ASD"
"mc_L_706" 17 "L" "L4" "ASD"
"mc_L_707" 17 "L" "L5/6-CC" "ASD"
"mc_L_708" 17 "L" "L5/6-CC" "ASD"
"mc_L_709" 17 "L" "L2/3" "ASD"
"mc_L_710" 17 "L" "L2/3" "ASD"
"mc_L_711" 17 "L" "L2/3" "ASD"
"mc_L_712" 17 "L" "L2/3" "ASD"
"mc_L_713" 17 "L" "L4" "ASD"
"mc_L_714" 17 "L" "L5/6-CC" "ASD"
"mc_L_715" 17 "L" "L2/3" "ASD"
"mc_L_716" 17 "L" "L2/3" "ASD"
"mc_L_717" 17 "L" "L2/3" "ASD"
"mc_L_718" 17 "L" "L2/3" "ASD"
"mc_L_719" 17 "L" "L2/3" "ASD"
"mc_L_720" 17 "L" "L2/3" "ASD"
"mc_L_721" 17 "L" "L2/3" "ASD"
"mc_L_722" 17 "L" "L2/3" "ASD"
"mc_L_723" 17 "L" "L2/3" "ASD"
"mc_L_724" 17 "L" "L2/3" "ASD"
"mc_L_725" 17 "L" "L2/3" "ASD"
"mc_L_726" 17 "L" "L2/3" "ASD"
"mc_L_727" 17 "L" "L2/3" "ASD"
"mc_L_728" 17 "L" "L4" "ASD"
"mc_L_729" 17 "L" "L5/6" "ASD"
"mc_L_730" 17 "L" "L5/6" "ASD"
"mc_L_731" 17 "L" "L5/6" "ASD"
"mc_L_732" 17 "L" "L5/6" "ASD"
"mc_L_733" 17 "L" "L5/6-CC" "ASD"
"mc_L_734" 17 "L" "L4" "ASD"
"mc_L_735" 17 "L" "L4" "ASD"
"mc_L_736" 17 "L" "L4" "ASD"
"mc_L_737" 17 "L" "L4" "ASD"
"mc_L_738" 17 "L" "L4" "ASD"
"mc_L_739" 17 "L" "L4" "ASD"
"mc_L_740" 17 "L" "L4" "ASD"
"mc_L_741" 17 "L" "L4" "ASD"
"mc_L_742" 17 "L" "L5/6-CC" "ASD"
"mc_L_743" 18 "L" "L2/3" "ASD"
"mc_L_744" 18 "L" "L4" "ASD"
"mc_L_745" 18 "L" "L4" "ASD"
"mc_L_746" 18 "L" "L5/6" "ASD"
"mc_L_747" 18 "L" "L5/6-CC" "ASD"
"mc_L_748" 18 "L" "L2/3" "ASD"
"mc_L_749" 18 "L" "L2/3" "ASD"
"mc_L_750" 18 "L" "L2/3" "ASD"
"mc_L_751" 18 "L" "L2/3" "ASD"
"mc_L_752" 18 "L" "L2/3" "ASD"
"mc_L_753" 18 "L" "L2/3" "ASD"
"mc_L_754" 18 "L" "L2/3" "ASD"
"mc_L_755" 18 "L" "L2/3" "ASD"
"mc_L_756" 18 "L" "L2/3" "ASD"
"mc_L_757" 18 "L" "L4" "ASD"
"mc_L_758" 19 "L" "L4" "ASD"
"mc_L_759" 19 "L" "L2/3" "ASD"
"mc_L_760" 19 "L" "L2/3" "ASD"
"mc_L_761" 19 "L" "L2/3" "ASD"
"mc_L_762" 19 "L" "L4" "ASD"
"mc_L_763" 19 "L" "L2/3" "ASD"
"mc_L_764" 19 "L" "L2/3" "ASD"
"mc_L_765" 19 "L" "L2/3" "ASD"
"mc_L_766" 19 "L" "L2/3" "ASD"
"mc_L_767" 19 "L" "L2/3" "ASD"
"mc_L_768" 19 "L" "L2/3" "ASD"
"mc_L_769" 19 "L" "L2/3" "ASD"
"mc_L_770" 19 "L" "L2/3" "ASD"
"mc_L_771" 19 "L" "L2/3" "ASD"
"mc_L_772" 19 "L" "L2/3" "ASD"
"mc_L_773" 19 "L" "L2/3" "ASD"
"mc_L_774" 19 "L" "L2/3" "ASD"
"mc_L_775" 19 "L" "L2/3" "ASD"
"mc_L_776" 19 "L" "L2/3" "ASD"
"mc_L_777" 19 "L" "L2/3" "ASD"
"mc_L_778" 19 "L" "L2/3" "ASD"
"mc_L_779" 19 "L" "L2/3" "ASD"
"mc_L_780" 19 "L" "L5/6" "ASD"
"mc_L_781" 19 "L" "L5/6" "ASD"
"mc_L_782" 19 "L" "L5/6" "ASD"
"mc_L_783" 19 "L" "L5/6" "ASD"
"mc_L_784" 19 "L" "L5/6-CC" "ASD"
"mc_L_785" 19 "L" "L2/3" "ASD"
"mc_L_786" 19 "L" "L4" "ASD"
"mc_L_787" 19 "L" "L4" "ASD"
"mc_L_788" 19 "L" "L4" "ASD"
"mc_L_789" 19 "L" "L4" "ASD"
"mc_L_790" 19 "L" "L4" "ASD"
"mc_L_791" 19 "L" "L2/3" "ASD"
"mc_L_792" 19 "L" "L4" "ASD"
"mc_L_793" 19 "L" "L4" "ASD"
"mc_L_794" 19 "L" "L4" "ASD"
"mc_L_795" 19 "L" "L4" "ASD"
"mc_L_796" 19 "L" "L5/6-CC" "ASD"
"mc_L_797" 19 "L" "L2/3" "ASD"
"mc_L_798" 19 "L" "L4" "ASD"
"mc_L_799" 19 "L" "L5/6-CC" "ASD"
"mc_L_800" 19 "L" "L5/6-CC" "ASD"
"mc_L_801" 19 "L" "L5/6-CC" "ASD"
"mc_L_802" 19 "L" "L5/6-CC" "ASD"
"mc_L_803" 20 "L" "L2/3" "Control"
"mc_L_804" 20 "L" "L2/3" "Control"
"mc_L_805" 20 "L" "L2/3" "Control"
"mc_L_806" 20 "L" "L2/3" "Control"
"mc_L_807" 20 "L" "L2/3" "Control"
"mc_L_808" 20 "L" "L2/3" "Control"
"mc_L_809" 20 "L" "L2/3" "Control"
"mc_L_810" 20 "L" "L2/3" "Control"
"mc_L_811" 20 "L" "L2/3" "Control"
"mc_L_812" 20 "L" "L2/3" "Control"
"mc_L_813" 20 "L" "L2/3" "Control"
"mc_L_814" 20 "L" "L2/3" "Control"
"mc_L_815" 20 "L" "L2/3" "Control"
"mc_L_816" 20 "L" "L2/3" "Control"
"mc_L_817" 20 "L" "L2/3" "Control"
"mc_L_818" 20 "L" "L2/3" "Control"
"mc_L_819" 20 "L" "L2/3" "Control"
"mc_L_820" 20 "L" "L2/3" "Control"
"mc_L_821" 20 "L" "L2/3" "Control"
"mc_L_822" 20 "L" "L2/3" "Control"
"mc_L_823" 20 "L" "L4" "Control"
"mc_L_824" 20 "L" "L5/6" "Control"
"mc_L_825" 20 "L" "L5/6" "Control"
"mc_L_826" 20 "L" "L5/6" "Control"
"mc_L_827" 20 "L" "L5/6-CC" "Control"
"mc_L_828" 20 "L" "L5/6-CC" "Control"
"mc_L_829" 20 "L" "L4" "Control"
"mc_L_830" 20 "L" "L4" "Control"
"mc_L_831" 20 "L" "L4" "Control"
"mc_L_832" 20 "L" "L4" "Control"
"mc_L_833" 20 "L" "L4" "Control"
"mc_L_834" 20 "L" "L4" "Control"
"mc_L_835" 20 "L" "L4" "Control"
"mc_L_836" 20 "L" "L5/6-CC" "Control"
"mc_L_837" 20 "L" "L2/3" "Control"
"mc_L_838" 20 "L" "L4" "Control"
"mc_L_839" 20 "L" "L4" "Control"
"mc_L_840" 20 "L" "L4" "Control"
"mc_L_841" 20 "L" "L5/6" "Control"
"mc_L_842" 20 "L" "L5/6-CC" "Control"
"mc_L_843" 20 "L" "L4" "Control"
"mc_L_844" 20 "L" "L5/6-CC" "Control"
"mc_L_845" 20 "L" "L5/6-CC" "Control"
"mc_L_846" 20 "L" "L2/3" "Control"
"mc_L_847" 21 "L" "L2/3" "Control"
"mc_L_848" 21 "L" "L2/3" "Control"
"mc_L_849" 21 "L" "L4" "Control"
"mc_L_850" 21 "L" "L4" "Control"
"mc_L_851" 21 "L" "L5/6-CC" "Control"
"mc_L_852" 21 "L" "L5/6-CC" "Control"
"mc_L_853" 21 "L" "L5/6-CC" "Control"
"mc_L_854" 21 "L" "L2/3" "Control"
"mc_L_855" 21 "L" "L4" "Control"
"mc_L_856" 21 "L" "L5/6" "Control"
"mc_L_857" 21 "L" "L5/6-CC" "Control"
"mc_L_858" 21 "L" "L5/6-CC" "Control"
"mc_L_859" 21 "L" "L5/6-CC" "Control"
"mc_L_860" 21 "L" "L2/3" "Control"
"mc_L_861" 21 "L" "L2/3" "Control"
"mc_L_862" 21 "L" "L2/3" "Control"
"mc_L_863" 21 "L" "L2/3" "Control"
"mc_L_864" 21 "L" "L2/3" "Control"
"mc_L_865" 21 "L" "L2/3" "Control"
"mc_L_866" 21 "L" "L5/6-CC" "Control"
"mc_L_867" 21 "L" "L2/3" "Control"
"mc_L_868" 21 "L" "L4" "Control"
"mc_L_869" 21 "L" "L5/6-CC" "Control"
"mc_L_870" 21 "L" "L5/6-CC" "Control"
"mc_L_871" 21 "L" "L5/6-CC" "Control"
"mc_L_872" 21 "L" "L4" "Control"
"mc_L_873" 21 "L" "L4" "Control"
"mc_L_874" 21 "L" "L5/6-CC" "Control"
"mc_L_875" 21 "L" "L2/3" "Control"
"mc_L_876" 21 "L" "L2/3" "Control"
"mc_L_877" 21 "L" "L2/3" "Control"
"mc_L_878" 21 "L" "L2/3" "Control"
"mc_L_879" 21 "L" "L4" "Control"
"mc_L_880" 21 "L" "L5/6-CC" "Control"
"mc_L_881" 21 "L" "L2/3" "Control"
"mc_L_882" 21 "L" "L5/6-CC" "Control"
"mc_L_883" 21 "L" "L5/6-CC" "Control"
"mc_L_884" 21 "L" "L5/6" "Control"
"mc_L_885" 21 "L" "L5/6" "Control"
"mc_L_886" 21 "L" "L5/6" "Control"
"mc_L_887" 21 "L" "L5/6" "Control"
"mc_L_888" 21 "L" "L5/6" "Control"
"mc_L_889" 21 "L" "L5/6" "Control"
"mc_L_890" 21 "L" "L5/6-CC" "Control"
"mc_L_891" 21 "L" "L4" "Control"
"mc_L_892" 21 "L" "L5/6-CC" "Control"
"mc_L_893" 21 "L" "L5/6-CC" "Control"
"mc_L_894" 21 "L" "L5/6-CC" "Control"
"mc_L_895" 22 "L" "L2/3" "ASD"
"mc_L_896" 22 "L" "L2/3" "ASD"
"mc_L_897" 22 "L" "L2/3" "ASD"
"mc_L_898" 22 "L" "L2/3" "ASD"
"mc_L_899" 22 "L" "L2/3" "ASD"
"mc_L_900" 22 "L" "L2/3" "ASD"
"mc_L_901" 22 "L" "L2/3" "ASD"
"mc_L_902" 22 "L" "L2/3" "ASD"
"mc_L_903" 22 "L" "L2/3" "ASD"
"mc_L_904" 22 "L" "L2/3" "ASD"
"mc_L_905" 22 "L" "L2/3" "ASD"
"mc_L_906" 22 "L" "L5/6-CC" "ASD"
"mc_L_907" 22 "L" "L2/3" "ASD"
"mc_L_908" 22 "L" "L2/3" "ASD"
"mc_L_909" 22 "L" "L2/3" "ASD"
"mc_L_910" 22 "L" "L2/3" "ASD"
"mc_L_911" 22 "L" "L2/3" "ASD"
"mc_L_912" 22 "L" "L2/3" "ASD"
"mc_L_913" 22 "L" "L2/3" "ASD"
"mc_L_914" 22 "L" "L2/3" "ASD"
"mc_L_915" 22 "L" "L5/6-CC" "ASD"
"mc_L_916" 22 "L" "L2/3" "ASD"
"mc_L_917" 22 "L" "L4" "ASD"
"mc_L_918" 22 "L" "L4" "ASD"
"mc_L_919" 22 "L" "L5/6-CC" "ASD"
"mc_L_920" 22 "L" "L5/6-CC" "ASD"
"mc_L_921" 22 "L" "L5/6-CC" "ASD"
"mc_L_922" 22 "L" "L5/6-CC" "ASD"
"mc_L_923" 22 "L" "L4" "ASD"
"mc_L_924" 22 "L" "L4" "ASD"
"mc_L_925" 22 "L" "L4" "ASD"
"mc_L_926" 22 "L" "L5/6-CC" "ASD"
"mc_L_927" 22 "L" "L2/3" "ASD"
"mc_L_928" 22 "L" "L5/6" "ASD"
"mc_L_929" 22 "L" "L5/6-CC" "ASD"
"mc_L_930" 22 "L" "L2/3" "ASD"
"mc_L_931" 22 "L" "L2/3" "ASD"
"mc_L_932" 22 "L" "L2/3" "ASD"
"mc_L_933" 22 "L" "L2/3" "ASD"
"mc_L_934" 22 "L" "L2/3" "ASD"
"mc_L_935" 22 "L" "L4" "ASD"
"mc_L_936" 22 "L" "L5/6-CC" "ASD"
"mc_L_937" 22 "L" "L2/3" "ASD"
"mc_L_938" 22 "L" "L4" "ASD"
"mc_L_939" 22 "L" "L5/6-CC" "ASD"
"mc_L_940" 22 "L" "L5/6-CC" "ASD"
"mc_L_941" 22 "L" "L5/6-CC" "ASD"
"mc_L_942" 22 "L" "L5/6-CC" "ASD"
"mc_L_943" 22 "L" "L5/6-CC" "ASD"
"mc_L_944" 22 "L" "L2/3" "ASD"
"mc_L_945" 22 "L" "L4" "ASD"
"mc_L_946" 22 "L" "L5/6-CC" "ASD"
"mc_L_947" 22 "L" "L5/6-CC" "ASD"
"mc_L_948" 22 "L" "L5/6-CC" "ASD"
"mc_L_949" 22 "L" "L5/6-CC" "ASD"
"mc_L_950" 22 "L" "L4" "ASD"
"mc_L_951" 22 "L" "L5/6" "ASD"
"mc_L_952" 22 "L" "L5/6" "ASD"
"mc_L_953" 22 "L" "L5/6" "ASD"
"mc_L_954" 22 "L" "L5/6" "ASD"
"mc_L_955" 22 "L" "L5/6" "ASD"
"mc_L_956" 22 "L" "L5/6" "ASD"
"mc_L_957" 22 "L" "L5/6-CC" "ASD"
"mc_L_958" 22 "L" "L4" "ASD"
"mc_L_959" 22 "L" "L4" "ASD"
"mc_L_960" 23 "L" "L4" "ASD"
"mc_L_961" 23 "L" "L5/6" "ASD"
"mc_L_962" 23 "L" "L2/3" "ASD"
"mc_L_963" 23 "L" "L2/3" "ASD"
"mc_L_964" 23 "L" "L2/3" "ASD"
"mc_L_965" 23 "L" "L4" "ASD"
"mc_L_966" 23 "L" "L2/3" "ASD"
"mc_L_967" 23 "L" "L2/3" "ASD"
"mc_L_968" 23 "L" "L2/3" "ASD"
"mc_L_969" 23 "L" "L4" "ASD"
"mc_L_970" 23 "L" "L2/3" "ASD"
"mc_L_971" 23 "L" "L2/3" "ASD"
"mc_L_972" 23 "L" "L2/3" "ASD"
"mc_L_973" 23 "L" "L2/3" "ASD"
"mc_L_974" 23 "L" "L2/3" "ASD"
"mc_L_975" 23 "L" "L2/3" "ASD"
"mc_L_976" 23 "L" "L2/3" "ASD"
"mc_L_977" 23 "L" "L2/3" "ASD"
"mc_L_978" 23 "L" "L2/3" "ASD"
"mc_L_979" 23 "L" "L2/3" "ASD"
"mc_L_980" 23 "L" "L2/3" "ASD"
"mc_L_981" 23 "L" "L2/3" "ASD"
"mc_L_982" 23 "L" "L2/3" "ASD"
"mc_L_983" 23 "L" "L5/6" "ASD"
"mc_L_984" 23 "L" "L5/6" "ASD"
"mc_L_985" 23 "L" "L5/6-CC" "ASD"
"mc_L_986" 23 "L" "L2/3" "ASD"
"mc_L_987" 23 "L" "L4" "ASD"
"mc_L_988" 23 "L" "L5/6-CC" "ASD"
"mc_L_989" 23 "L" "L5/6-CC" "ASD"
"mc_L_990" 23 "L" "L2/3" "ASD"
"mc_L_991" 23 "L" "L4" "ASD"
"mc_L_992" 23 "L" "L4" "ASD"
"mc_L_993" 23 "L" "L4" "ASD"
"mc_L_994" 23 "L" "L4" "ASD"
"mc_L_995" 23 "L" "L4" "ASD"
"mc_L_996" 23 "L" "L2/3" "ASD"
"mc_L_997" 23 "L" "L4" "ASD"
"mc_L_998" 23 "L" "L4" "ASD"
"mc_L_999" 23 "L" "L5/6-CC" "ASD"
"mc_L_1000" 23 "L" "L4" "ASD"
"mc_L_1001" 23 "L" "L4" "ASD"
"mc_L_1002" 23 "L" "L4" "ASD"
"mc_L_1003" 23 "L" "L5/6-CC" "ASD"
"mc_L_1004" 23 "L" "L5/6-CC" "ASD"
"mc_L_1005" 23 "L" "L4" "ASD"
"mc_L_1006" 23 "L" "L2/3" "ASD"
"mc_L_1007" 24 "L" "L2/3" "Control"
"mc_L_1008" 24 "L" "L4" "Control"
"mc_L_1009" 24 "L" "L5/6-CC" "Control"
"mc_L_1010" 24 "L" "L4" "Control"
"mc_L_1011" 24 "L" "L4" "Control"
"mc_L_1012" 24 "L" "L4" "Control"
"mc_L_1013" 24 "L" "L4" "Control"
"mc_L_1014" 24 "L" "L4" "Control"
"mc_L_1015" 24 "L" "L4" "Control"
"mc_L_1016" 24 "L" "L5/6-CC" "Control"
"mc_L_1017" 24 "L" "L2/3" "Control"
"mc_L_1018" 24 "L" "L4" "Control"
"mc_L_1019" 24 "L" "L4" "Control"
"mc_L_1020" 24 "L" "L4" "Control"
"mc_L_1021" 24 "L" "L4" "Control"
"mc_L_1022" 24 "L" "L4" "Control"
"mc_L_1023" 24 "L" "L4" "Control"
"mc_L_1024" 24 "L" "L5/6-CC" "Control"
"mc_L_1025" 24 "L" "L2/3" "Control"
"mc_L_1026" 24 "L" "L4" "Control"
"mc_L_1027" 24 "L" "L4" "Control"
"mc_L_1028" 24 "L" "L4" "Control"
"mc_L_1029" 24 "L" "L5/6-CC" "Control"
"mc_L_1030" 24 "L" "L4" "Control"
"mc_L_1031" 24 "L" "L5/6-CC" "Control"
"mc_L_1032" 24 "L" "L5/6-CC" "Control"
"mc_L_1033" 24 "L" "L5/6-CC" "Control"
"mc_L_1034" 24 "L" "L2/3" "Control"
"mc_L_1035" 24 "L" "L4" "Control"
"mc_L_1036" 24 "L" "L5/6-CC" "Control"
"mc_L_1037" 24 "L" "L5/6-CC" "Control"
"mc_L_1038" 24 "L" "L5/6-CC" "Control"
"mc_L_1039" 24 "L" "L5/6-CC" "Control"
"mc_L_1040" 24 "L" "L5/6-CC" "Control"
"mc_L_1041" 24 "L" "L5/6-CC" "Control"
"mc_L_1042" 24 "L" "L2/3" "Control"
"mc_L_1043" 24 "L" "L2/3" "Control"
"mc_L_1044" 24 "L" "L2/3" "Control"
"mc_L_1045" 24 "L" "L2/3" "Control"
"mc_L_1046" 24 "L" "L2/3" "Control"
"mc_L_1047" 24 "L" "L2/3" "Control"
"mc_L_1048" 24 "L" "L5/6-CC" "Control"
"mc_L_1049" 24 "L" "L2/3" "Control"
"mc_L_1050" 24 "L" "L2/3" "Control"
"mc_L_1051" 24 "L" "L2/3" "Control"
"mc_L_1052" 24 "L" "L2/3" "Control"
"mc_L_1053" 24 "L" "L4" "Control"
"mc_L_1054" 24 "L" "L5/6-CC" "Control"
"mc_L_1055" 24 "L" "L5/6" "Control"
"mc_L_1056" 24 "L" "L5/6" "Control"
"mc_L_1057" 24 "L" "L5/6" "Control"
"mc_L_1058" 24 "L" "L5/6" "Control"
"mc_L_1059" 24 "L" "L5/6" "Control"
"mc_L_1060" 24 "L" "L5/6" "Control"
"mc_L_1061" 24 "L" "L5/6" "Control"
"mc_L_1062" 24 "L" "L5/6" "Control"
"mc_L_1063" 24 "L" "L5/6" "Control"
"mc_L_1064" 24 "L" "L5/6-CC" "Control"
"mc_L_1065" 25 "L" "L5/6" "ASD"
"mc_L_1066" 25 "L" "L5/6" "ASD"
"mc_L_1067" 25 "L" "L4" "ASD"
"mc_L_1068" 25 "L" "L5/6" "ASD"
"mc_L_1069" 25 "L" "L5/6" "ASD"
"mc_L_1070" 25 "L" "L5/6" "ASD"
"mc_L_1071" 25 "L" "L5/6" "ASD"
"mc_L_1072" 25 "L" "L5/6" "ASD"
"mc_L_1073" 25 "L" "L5/6" "ASD"
"mc_L_1074" 25 "L" "L5/6" "ASD"
"mc_L_1075" 25 "L" "L5/6" "ASD"
"mc_L_1076" 25 "L" "L5/6" "ASD"
"mc_L_1077" 25 "L" "L2/3" "ASD"
"mc_L_1078" 25 "L" "L4" "ASD"
"mc_L_1079" 25 "L" "L5/6" "ASD"
"mc_L_1080" 25 "L" "L5/6-CC" "ASD"
"mc_L_1081" 25 "L" "L5/6-CC" "ASD"
